id,user_id,center
0,10,POINT (-74.0042519999999939 40.7255770000000012)
1,10,POINT (-73.9494980000000055 40.7143760000000015)
2,10,POINT (-73.9494629999999944 40.7136500000000012)
3,10,POINT (-73.9425370000000015 40.7117110000000011)
4,10,POINT (-73.9495749999999958 40.6501689999999982)
5,10,POINT (-73.9482229999999987 40.7040280000000010)
6,10,POINT (-73.9301040000000000 40.6932120000000026)
7,10,POINT (-73.9302899999999994 40.6889460000000014)
8,10,POINT (-73.9302849999999978 40.6793359999999993)
9,10,POINT (-73.9818910000000045 40.7679970000000012)
10,10,POINT (-73.9817400000000021 40.7678829999999977)
11,10,POINT (-73.9826379999999943 40.7678620000000009)
12,10,POINT (-74.0034670000000006 40.7267849999999996)
13,10,POINT (-74.0052780000000041 40.7270219999999981)
14,10,POINT (-74.0039929999999941 40.7258479999999992)
15,10,POINT (-73.9242700000000070 40.6906520000000000)
16,10,POINT (-73.9221950000000021 40.6892780000000016)
17,10,POINT (-73.9225859999999955 40.6895019999999974)
18,10,POINT (-73.9364209999999957 40.6899239999999978)
19,10,POINT (-73.9480800000000045 40.7040859999999967)
20,10,POINT (-73.9932100000000048 40.7393980000000013)
21,10,POINT (-73.9304400000000044 40.6756370000000018)
22,10,POINT (-74.0004299999999944 40.7211119999999980)
23,10,POINT (-74.0040730000000053 40.7269340000000000)
24,10,POINT (-74.0052950000000038 40.7267590000000013)
25,10,POINT (-73.9497389999999939 40.7160689999999974)
26,10,POINT (-74.0073550000000040 40.7274779999999978)
27,10,POINT (-73.9494519999999937 40.7143439999999970)
28,10,POINT (-73.9237190000000055 40.6904680000000027)
29,10,POINT (-73.9393369999999948 40.6992219999999989)
30,10,POINT (-73.9480970000000042 40.7042730000000006)
31,10,POINT (-73.9233839999999987 40.6902749999999997)
32,10,POINT (-73.9419319999999942 40.7010879999999986)
33,10,POINT (-73.9414040000000057 40.7006769999999989)
34,10,POINT (-73.9777200000000050 40.7638719999999992)
35,10,POINT (-73.9797329999999960 40.7643660000000025)
36,10,POINT (-73.9167020000000008 40.6687909999999988)
37,10,POINT (-73.9496240000000000 40.7155920000000009)
38,10,POINT (-73.9229940000000028 40.6896920000000009)
39,10,POINT (-73.8572860000000020 40.8178040000000024)
40,10,POINT (-73.9581799999999987 40.8005720000000025)
41,10,POINT (-73.9574190000000016 40.8016670000000019)
42,10,POINT (-73.9566439999999972 40.8026920000000004)
43,10,POINT (-73.9509860000000003 40.8101339999999979)
44,10,POINT (-73.9509330000000062 40.8109609999999989)
45,10,POINT (-73.9523659999999978 40.8111210000000000)
46,10,POINT (-74.0119310000000041 40.7126710000000003)
47,10,POINT (-74.1708249999999936 40.7330800000000011)
48,10,POINT (-74.1644529999999946 40.7341210000000018)
49,10,POINT (-74.0054849999999931 40.7272970000000001)
50,10,POINT (-73.9484360000000009 40.7112589999999983)
51,10,POINT (-74.0032750000000021 40.7269020000000026)
52,10,POINT (-73.9474009999999993 40.7038650000000004)
53,10,POINT (-73.9579180000000065 40.8008439999999979)
54,10,POINT (-74.0050889999999981 40.7264860000000013)
55,10,POINT (-73.8559280000000058 40.8584680000000020)
56,10,POINT (-74.0072229999999962 40.7278969999999987)
57,10,POINT (-73.9691789999999969 40.7575229999999991)
58,10,POINT (-73.9669700000000034 40.7571409999999972)
59,10,POINT (-73.9672450000000055 40.7567740000000001)
60,10,POINT (-73.9472760000000022 40.7065300000000008)
61,10,POINT (-73.9314009999999939 40.6686929999999975)
62,10,POINT (-74.0324020000000047 40.7433070000000015)
63,10,POINT (-73.9991160000000008 40.7144639999999995)
64,10,POINT (-73.9416789999999935 40.7004549999999981)
65,10,POINT (-74.0022709999999933 40.7239270000000033)
66,10,POINT (-74.0291200000000060 40.7363560000000007)
67,10,POINT (-73.9554619999999971 40.7028299999999987)
68,10,POINT (-73.9714239999999990 40.7755289999999988)
69,10,POINT (-73.9818690000000032 40.7680330000000026)
70,10,POINT (-73.9844180000000051 40.7681249999999977)
71,10,POINT (-73.9495030000000071 40.7150559999999970)
72,10,POINT (-73.9493109999999945 40.7140490000000028)
73,10,POINT (-74.0065979999999968 40.7255549999999999)
74,10,POINT (-73.9931339999999977 40.7357790000000008)
75,10,POINT (-73.9337459999999993 40.6905420000000007)
76,10,POINT (-73.9335389999999961 40.6905069999999967)
77,10,POINT (-73.9300199999999990 40.6863799999999998)
78,10,POINT (-73.9313120000000055 40.6899129999999971)
79,10,POINT (-73.8452400000000040 40.6888679999999994)
80,10,POINT (-73.9354989999999930 40.6967780000000019)
81,10,POINT (-73.9487709999999936 40.7104399999999984)
82,10,POINT (-74.0055579999999935 40.7271610000000024)
83,10,POINT (-73.9935080000000056 40.7217490000000026)
84,10,POINT (-74.0025784999999985 40.7397725000000008)
85,10,POINT (-73.9381379999999950 40.6381370000000004)
86,10,POINT (-73.9280509999999964 40.6889859999999999)
87,10,POINT (-73.9340100000000007 40.7429879999999969)
88,10,POINT (-74.0043370000000067 40.7263480000000015)
89,10,POINT (-74.0055190000000067 40.7272510000000025)
90,10,POINT (-73.9495220000000018 40.7147179999999977)
91,10,POINT (-74.0070970000000017 40.7273879999999977)
92,10,POINT (-73.9495440000000031 40.7153279999999995)
93,10,POINT (-73.9528099999999995 40.7161090000000030)
94,10,POINT (-73.9531910000000039 40.7159079999999989)
95,10,POINT (-73.9498109999999969 40.7149479999999997)
96,10,POINT (-73.9491880000000066 40.7140610000000009)
97,10,POINT (-73.9671239999999983 40.7567730000000026)
98,10,POINT (-73.9507839999999987 40.6632060000000024)
99,10,POINT (-74.0052799999999991 40.7208189999999988)
100,10,POINT (-74.0052160000000043 40.7223090000000028)
101,10,POINT (-73.9768700000000052 40.6845110000000005)
102,10,POINT (-73.9902660000000054 40.7372289999999992)
103,10,POINT (-73.9454680000000053 40.7191070000000011)
104,10,POINT (-73.9303210000000064 40.6891439999999989)
105,10,POINT (-73.9303019999999975 40.6889230000000026)
106,10,POINT (-73.9237509999999958 40.6898559999999989)
107,10,POINT (-73.9219259999999991 40.6895039999999995)
108,10,POINT (-73.9358820000000065 40.6878609999999981)
109,10,POINT (-73.9502410000000054 40.7138089999999977)
110,10,POINT (-73.9482519999999965 40.7052890000000005)
111,10,POINT (-73.9501869999999997 40.7070179999999979)
112,10,POINT (-73.9303189999999972 40.6890450000000001)
113,10,POINT (-73.9478960000000001 40.7042780000000022)
114,10,POINT (-73.9827760000000012 40.7673190000000005)
115,10,POINT (-73.9771259999999984 40.7690809999999999)
116,10,POINT (-73.9772130000000061 40.7642910000000001)
117,10,POINT (-73.9920149999999950 40.7515750000000025)
118,10,POINT (-73.9935760000000045 40.7507949999999965)
119,10,POINT (-73.9636579999999952 40.8082199999999986)
120,10,POINT (-73.9621269999999953 40.8053510000000017)
121,10,POINT (-73.9662869999999941 40.8048250000000010)
122,10,POINT (-73.9664300000000026 40.8039690000000022)
123,10,POINT (-73.9579439999999977 40.7999709999999993)
124,10,POINT (-73.9774620000000027 40.7639300000000020)
125,10,POINT (-73.9650699999999972 40.7489089999999976)
126,10,POINT (-74.0029629999999941 40.7251389999999986)
127,10,POINT (-73.9971180000000004 40.7222909999999985)
128,10,POINT (-73.9683699999999931 40.7440059999999988)
129,10,POINT (-73.9883779999999973 40.7420279999999977)
130,10,POINT (-73.9490640000000070 40.7115369999999999)
131,10,POINT (-73.9492050000000063 40.7131230000000031)
132,10,POINT (-74.0644269999999949 40.7728729999999970)
133,10,POINT (-74.0061390000000046 40.7264210000000020)
134,10,POINT (-74.0053220000000067 40.7282340000000005)
135,10,POINT (-73.9433960000000070 40.6802059999999983)
136,10,POINT (-73.9451530000000048 40.6797839999999979)
137,10,POINT (-73.9833069999999964 40.7514180000000010)
138,10,POINT (-74.0024470000000036 40.7237790000000004)
139,10,POINT (-73.9506570000000067 40.6857299999999995)
140,10,POINT (-73.9478529999999949 40.6640319999999988)
141,10,POINT (-73.9574049999999943 40.6996919999999989)
142,10,POINT (-74.0050430000000006 40.7264139999999983)
143,10,POINT (-74.0052369999999939 40.7270269999999996)
144,10,POINT (-74.0025799999999947 40.7249410000000012)
145,10,POINT (-73.9976400000000041 40.7216090000000008)
146,10,POINT (-73.9971469999999982 40.7222829999999973)
147,10,POINT (-73.9496129999999994 40.7152469999999980)
148,10,POINT (-73.9250949999999989 40.6908379999999994)
149,10,POINT (-74.0035390000000035 40.7267599999999987)
150,10,POINT (-73.9243309999999951 40.6899730000000019)
151,10,POINT (-73.9235919999999993 40.6902079999999984)
152,10,POINT (-73.9243079999999964 40.6903039999999976)
153,10,POINT (-74.0085839999999990 40.7140860000000018)
154,10,POINT (-73.9781389999999988 40.7529260000000022)
155,10,POINT (-73.9805489999999963 40.7532700000000006)
156,10,POINT (-73.9825060000000008 40.7675320000000028)
157,10,POINT (-73.9864610000000056 40.7398269999999982)
158,10,POINT (-73.9481719999999996 40.7040679999999995)
159,10,POINT (-73.9289930000000055 40.6795309999999972)
160,10,POINT (-73.9542959999999994 40.6860399999999984)
161,10,POINT (-74.0067180000000064 40.7093530000000001)
162,10,POINT (-73.9645249999999947 40.8072149999999993)
163,10,POINT (-73.9670420000000064 40.8034469999999985)
164,10,POINT (-73.9521280000000019 40.7261179999999996)
165,10,POINT (-73.9735019999999963 40.6863079999999968)
166,10,POINT (-73.9741669999999942 40.6862539999999981)
167,10,POINT (-73.9672970000000021 40.7564869999999999)
168,10,POINT (-73.9289760000000058 40.6889449999999968)
169,10,POINT (-73.9218390000000056 40.6894109999999998)
170,10,POINT (-73.9736840000000058 40.6859910000000013)
171,10,POINT (-73.9422770000000043 40.7011290000000017)
172,10,POINT (-73.9406850000000020 40.7119640000000018)
173,10,POINT (-73.9407269999999954 40.7120510000000024)
174,10,POINT (-73.9417710000000028 40.7119250000000008)
175,10,POINT (-73.9430739999999957 40.7117280000000008)
176,10,POINT (-73.9433669999999950 40.7116960000000034)
177,10,POINT (-73.9437329999999946 40.7113689999999977)
178,10,POINT (-73.9323430000000030 40.6896249999999995)
179,10,POINT (-73.9410419999999959 40.7121009999999970)
180,10,POINT (-73.9222079999999977 40.6897009999999995)
181,10,POINT (-73.9437230000000056 40.7117489999999975)
182,10,POINT (-73.9431550000000044 40.7119720000000029)
183,10,POINT (-73.9291819999999973 40.6818209999999993)
184,10,POINT (-73.9427349999999990 40.7118309999999965)
185,10,POINT (-73.9641000000000020 40.6799060000000026)
186,10,POINT (-73.9465390000000014 40.7113730000000018)
187,10,POINT (-73.9417020000000065 40.7008170000000007)
188,10,POINT (-73.9618729999999971 40.8054259999999971)
189,10,POINT (-73.9428470000000004 40.7117980000000017)
190,10,POINT (-74.0052900000000022 40.7288520000000034)
191,10,POINT (-74.0010019999999997 40.7567110000000028)
192,10,POINT (-73.9236649999999997 40.6900669999999991)
193,10,POINT (-73.9437860000000029 40.7116749999999996)
194,10,POINT (-73.9226589999999959 40.6669669999999996)
195,10,POINT (-73.9309959999999933 40.6919839999999979)
196,10,POINT (-73.9352899999999948 40.6970770000000002)
197,11,POINT (101.6214659999999981 3.0785309999999999)
198,11,POINT (101.6253980000000041 3.0752340000000000)
199,11,POINT (101.6250239999999962 3.0754139999999999)
200,11,POINT (101.6255179999999996 3.0788340000000001)
201,11,POINT (101.6254019999999940 3.0752210000000000)
202,11,POINT (101.6253449999999958 3.0751909999999998)
203,11,POINT (101.6859350000000006 3.1344829999999999)
204,11,POINT (101.6867100000000050 3.1345360000000002)
205,11,POINT (101.6907209999999964 3.1358109999999999)
206,11,POINT (101.6931890000000038 3.1447189999999998)
207,11,POINT (101.6868130000000008 3.1346710000000000)
208,11,POINT (101.6271409999999946 3.0880290000000001)
209,11,POINT (101.6244910000000061 3.0844320000000001)
210,11,POINT (101.6327019999999948 3.0787550000000001)
211,11,POINT (101.6304870000000022 3.0747810000000002)
212,11,POINT (101.6258629999999954 3.0751930000000001)
213,11,POINT (101.6295860000000033 3.0737090000000000)
214,11,POINT (101.6271129999999943 3.0787399999999998)
215,11,POINT (101.6253629999999930 3.0751870000000001)
216,11,POINT (102.0448930000000018 2.5663659999999999)
217,11,POINT (101.6269580000000019 3.0758570000000001)
218,11,POINT (101.6280840000000012 3.0745239999999998)
219,11,POINT (101.6281630000000007 3.0765199999999999)
220,11,POINT (101.6311070000000001 3.0739420000000002)
221,11,POINT (101.6302179999999993 3.0745160000000000)
222,11,POINT (101.6254930000000058 3.0783420000000001)
223,11,POINT (101.6256290000000035 3.0754839999999999)
224,11,POINT (101.6253520000000066 3.0752790000000001)
225,11,POINT (101.6235130000000026 3.0940680000000000)
226,11,POINT (101.6267349999999965 3.0879120000000002)
227,11,POINT (101.6253569999999939 3.0752410000000001)
228,11,POINT (101.6253739999999937 3.0752410000000001)
229,11,POINT (101.6863850000000014 3.1345380000000000)
230,11,POINT (101.6861130000000060 3.1349420000000001)
231,11,POINT (101.6858289999999982 3.1344479999999999)
232,11,POINT (101.6859630000000010 3.1351149999999999)
233,11,POINT (101.6868800000000022 3.1345980000000000)
234,11,POINT (101.6857009999999946 3.1341290000000002)
235,11,POINT (101.6863419999999962 3.1344740000000000)
236,11,POINT (101.6862770000000040 3.1344310000000002)
237,11,POINT (101.6858629999999977 3.1346140000000000)
238,11,POINT (101.6862770000000040 3.1343670000000001)
239,11,POINT (101.6858900000000006 3.1349230000000001)
240,11,POINT (101.6889589999999970 3.1336830000000000)
241,11,POINT (101.6883200000000045 3.1347770000000001)
242,11,POINT (101.6874410000000069 3.1344349999999999)
243,11,POINT (101.6493490000000008 3.0746050000000000)
244,11,POINT (101.6490479999999934 3.0741770000000002)
245,11,POINT (101.6496920000000017 3.0738729999999999)
246,11,POINT (101.6505099999999970 3.0743469999999999)
247,11,POINT (101.6500489999999957 3.0743980000000000)
248,11,POINT (101.6283420000000035 3.0957360000000000)
249,11,POINT (101.5941569999999956 3.0616750000000001)
250,11,POINT (101.6310569999999984 3.0748350000000002)
251,11,POINT (101.6383299999999963 3.0667290000000000)
252,11,POINT (101.6765790000000038 3.1180620000000001)
253,11,POINT (101.6732949999999960 3.1203349999999999)
254,11,POINT (101.6741229999999945 3.1208680000000002)
255,11,POINT (101.6741180000000071 3.1211829999999998)
256,11,POINT (101.6264680000000027 3.0873670000000000)
257,11,POINT (101.6281460000000010 3.0790690000000001)
258,11,POINT (101.6264910000000015 3.0787620000000002)
259,11,POINT (101.6261460000000056 3.0789100000000000)
260,11,POINT (101.6253569999999939 3.0751970000000002)
261,11,POINT (101.6499819999999943 3.0740949999999998)
262,11,POINT (101.6491149999999948 3.0734580000000000)
263,11,POINT (101.6489210000000014 3.0730369999999998)
264,11,POINT (101.6489090000000033 3.0728279999999999)
265,11,POINT (101.6496240000000029 3.0741660000000000)
266,11,POINT (101.6496319999999969 3.0739749999999999)
267,11,POINT (101.6490649999999931 3.0722719999999999)
268,11,POINT (101.6375969999999995 3.0833719999999998)
269,11,POINT (101.6488370000000003 3.0730130000000000)
270,11,POINT (101.6482479999999953 3.0725940000000000)
271,11,POINT (101.6498150000000038 3.0738050000000001)
272,11,POINT (101.6489090000000033 3.0729229999999998)
273,11,POINT (101.6488319999999987 3.0730390000000001)
274,11,POINT (101.6868350000000021 3.1346140000000000)
275,11,POINT (101.6857009999999946 3.1338219999999999)
276,11,POINT (101.6865630000000067 3.1344520000000000)
277,11,POINT (101.6859460000000013 3.1342469999999998)
278,11,POINT (101.6888759999999934 3.1336369999999998)
279,11,POINT (101.6502289999999959 3.1004179999999999)
280,11,POINT (101.6480889999999988 3.0741740000000002)
281,11,POINT (101.6474039999999945 3.0730300000000002)
282,11,POINT (101.6353579999999965 3.1179120000000000)
283,11,POINT (101.6079119999999989 3.1645189999999999)
284,11,POINT (101.6527659999999997 3.1667079999999999)
285,11,POINT (101.6654209999999949 3.1702759999999999)
286,11,POINT (101.6032359999999954 3.0679029999999998)
287,11,POINT (101.6670759999999945 3.1106560000000001)
288,11,POINT (101.6496099999999956 3.0682980000000000)
289,11,POINT (101.6495039999999932 3.0683609999999999)
290,11,POINT (101.6038989999999984 3.0683870000000000)
291,11,POINT (101.6483649999999983 3.0751100000000000)
292,11,POINT (101.6494150000000047 3.0741309999999999)
293,11,POINT (101.6490820000000070 3.0745909999999999)
294,11,POINT (101.6482589999999959 3.0741610000000001)
295,11,POINT (101.6044430000000034 3.0733500000000000)
296,11,POINT (101.6036650000000066 3.0727240000000000)
297,11,POINT (101.6034539999999993 3.0725509999999998)
298,11,POINT (101.6031830000000014 3.0728070000000001)
299,11,POINT (101.6034449999999936 3.0728559999999998)
300,11,POINT (101.6035380000000004 3.0726079999999998)
301,11,POINT (101.6042149999999964 3.0721699999999998)
302,11,POINT (101.6029489999999953 3.0727910000000001)
303,11,POINT (101.6157029999999963 3.0742240000000001)
304,11,POINT (101.6251069999999999 3.0817709999999998)
305,11,POINT (101.6273180000000025 3.0831050000000002)
306,11,POINT (101.6867280000000022 3.1342170000000000)
307,11,POINT (101.6858320000000049 3.1352240000000000)
308,11,POINT (101.6456699999999955 3.1027480000000001)
309,11,POINT (101.6523600000000016 3.1001110000000001)
310,11,POINT (101.6459420000000051 3.0982170000000000)
311,11,POINT (101.6314409999999953 3.0836310000000000)
312,11,POINT (101.6314239999999955 3.0835859999999999)
313,11,POINT (101.6317300000000046 3.0836470000000000)
314,11,POINT (106.8295959999999951 -6.1962780000000004)
315,11,POINT (101.6893670000000043 3.1333600000000001)
316,11,POINT (101.6891210000000001 3.1332800000000001)
317,11,POINT (101.6527179999999930 3.1134130000000000)
318,11,POINT (101.6541440000000023 3.1121349999999999)
319,11,POINT (101.6556029999999993 3.1174830000000000)
320,11,POINT (101.6214659999999981 3.0981939999999999)
321,11,POINT (101.6335459999999955 3.0766450000000001)
322,11,POINT (101.6323919999999958 3.0768119999999999)
323,11,POINT (101.6322069999999940 3.0764939999999998)
324,11,POINT (101.6328570000000013 3.0768230000000001)
325,11,POINT (101.6264070000000004 3.0833140000000001)
326,11,POINT (101.6249909999999943 3.0843020000000001)
327,11,POINT (101.6284349999999961 3.0846000000000000)
328,11,POINT (101.6287679999999938 3.0834340000000000)
329,11,POINT (101.6291180000000054 3.0826090000000002)
330,11,POINT (101.6288289999999961 3.0830970000000000)
331,11,POINT (101.6369470000000064 3.0832950000000001)
332,11,POINT (101.6244520000000051 3.0843560000000001)
333,11,POINT (101.6237679999999983 3.0840390000000002)
334,11,POINT (101.6772919999999942 3.1178460000000001)
335,11,POINT (101.6738229999999987 3.1206920000000000)
336,11,POINT (101.6736619999999931 3.1204719999999999)
337,11,POINT (101.6733669999999989 3.1205810000000000)
338,11,POINT (101.6752270000000067 3.1181480000000001)
339,11,POINT (101.6754090000000019 3.1183830000000001)
340,11,POINT (101.6749049999999954 3.1184910000000001)
341,11,POINT (101.6777649999999937 3.1185830000000001)
342,11,POINT (101.6772250000000071 3.1178340000000002)
343,11,POINT (101.5854879999999980 3.0822029999999998)
344,11,POINT (101.6484710000000007 3.0743730000000000)
345,11,POINT (101.6461639999999989 3.0993569999999999)
346,11,POINT (101.6461879999999951 3.1000250000000000)
347,11,POINT (101.6453139999999991 3.1001989999999999)
348,11,POINT (101.6451870000000071 3.1001360000000000)
349,11,POINT (101.6449700000000007 3.1003059999999998)
350,11,POINT (101.6456529999999958 3.0999780000000001)
351,11,POINT (101.6449819999999988 3.0996570000000001)
352,11,POINT (101.6445860000000039 3.0992600000000001)
353,11,POINT (101.6445700000000016 3.0990590000000000)
354,11,POINT (101.6288289999999961 3.0824259999999999)
355,11,POINT (101.6313679999999948 3.0766540000000000)
356,11,POINT (101.6482979999999969 3.0744220000000002)
357,11,POINT (101.6473849999999999 3.0739239999999999)
358,11,POINT (101.6483589999999992 3.0742560000000001)
359,11,POINT (101.6479319999999973 3.0736379999999999)
360,11,POINT (101.6768030000000067 3.1169060000000002)
361,11,POINT (101.6741339999999951 3.1213890000000002)
362,11,POINT (101.6745679999999936 3.1209639999999998)
363,11,POINT (101.6736790000000070 3.1204239999999999)
364,11,POINT (101.6753570000000053 3.1207850000000001)
365,11,POINT (101.6753130000000027 3.1183190000000001)
366,11,POINT (101.6753290000000050 3.1191800000000001)
367,11,POINT (101.6769649999999956 3.1172520000000001)
368,11,POINT (101.6775970000000058 3.1200489999999999)
369,11,POINT (101.6348799999999954 3.0749979999999999)
370,11,POINT (101.7370260000000002 3.2025500000000000)
371,11,POINT (101.6754839999999973 3.1172480000000000)
372,11,POINT (101.6747510000000005 3.1227049999999998)
373,11,POINT (101.6733399999999961 3.1207520000000000)
374,11,POINT (101.6712140000000062 3.0966360000000002)
375,11,POINT (101.6711279999999960 3.0972200000000001)
376,11,POINT (101.6712500000000006 3.0965150000000001)
377,11,POINT (101.6716499999999996 3.0968270000000002)
378,11,POINT (101.6710850000000050 3.0969790000000001)
379,11,POINT (101.6889460000000014 3.1338050000000002)
380,11,POINT (101.6849840000000000 3.1111380000000000)
381,11,POINT (101.6773720000000054 3.1176759999999999)
382,11,POINT (101.6843029999999999 3.1113770000000001)
383,11,POINT (101.6851120000000037 3.1110540000000002)
384,11,POINT (101.6836339999999979 3.1103220000000000)
385,11,POINT (101.6849399999999974 3.1118670000000002)
386,11,POINT (101.6849840000000000 3.1117020000000002)
387,11,POINT (101.6852350000000058 3.1113420000000001)
388,11,POINT (101.6719319999999982 3.0964909999999999)
389,11,POINT (101.6719779999999957 3.0968330000000002)
390,11,POINT (101.6640799999999984 3.1152970000000000)
391,11,POINT (101.6767799999999937 3.1166100000000001)
392,11,POINT (101.6768689999999964 3.1169330000000000)
393,11,POINT (101.6768579999999957 3.1165880000000001)
394,11,POINT (101.6779130000000038 3.1205029999999998)
395,11,POINT (101.6780380000000008 3.1199710000000000)
396,11,POINT (101.6774419999999992 3.1202589999999999)
397,11,POINT (101.6544949999999972 3.0854320000000000)
398,11,POINT (101.6921889999999991 3.0568770000000001)
399,11,POINT (101.6862339999999989 3.1344310000000002)
400,11,POINT (101.6861349999999931 3.1352899999999999)
401,11,POINT (101.6928719999999942 3.1360280000000000)
402,11,POINT (101.6863419999999962 3.1341739999999998)
403,11,POINT (101.6864489999999961 3.1343030000000001)
